Name,Time,Dir,Alt,Mag
FLOCK 2K-37,10:00:00,SE,10°,13.9
IRIDIUM 17,10:00:04,SE,11°,14.9
LEMUR-2-LUCYBRYCE,10:00:19,NNE,10°,6.4
SL-3 R/B,10:00:20,NNW,10°,5.1
SL-3 R/B,10:00:20,NNW,10°,5.1
FLOCK 3P-17,10:01:03,NNE,10°,6.5
PEASSS,10:01:14,NNE,10°,6.5
SL-23 DEB,10:01:14,SSW,10°,8.7
FLOCK 3P-83,10:01:37,NNE,10°,6.5
FLOCK 3P-24,10:01:48,NNE,10°,6.5
SWARM C,10:02:12,NNW,10°,5.9
SWARM C,10:02:12,NNW,10°,5.9
FLOCK 2K-39,10:02:13,SE,10°,14.2
SWARM A,10:02:24,NNW,10°,5.8
SWARM A,10:02:24,NNW,10°,5.8
FLOCK 2K-28,10:02:26,SE,10°,14.4
SAUDISAT 4,10:02:36,SSW,10°,9.1
SAUDISAT 4,10:02:36,SSW,10°,9.1
SL-3 R/B,10:02:44,SSW,10°,7.4
SL-3 R/B,10:02:44,SSW,10°,7.4
OBJECT AH,10:03:07,NNE,10°,6.4
FLOCK 1C-4,10:03:11,E,10°,9.4
OBJECT AG,10:03:15,NNE,10°,6.4
OBJECT AF,10:03:20,NNE,10°,6.4
OBJECT AE,10:03:26,NNE,10°,6.4
SL-16 R/B,10:03:27,NW,10°,4.1
SL-16 R/B,10:03:27,NW,10°,4.1
CXO,10:03:54,SSE,42°,16.2
SL-16 R/B,10:03:55,N,10°,3.7
SL-16 R/B,10:03:55,N,10°,3.7
OBJECT AD,10:03:56,NNE,12°,6.3
IRIDIUM 53,10:04:14,SW,10°,9
FLOCK 3P-73,10:04:18,NNE,10°,6.5
FOX-1D (AO-92),10:04:28,NNE,12°,6.3
METOP-B,10:04:35,NNE,10°,6.7
METOP-B,10:04:35,NNE,10°,6.7
FLOCK 2K-40,10:04:42,SE,10°,14.5
FLOCK 2P-3,10:05:02,NNE,10°,6.5
OBJECT AB,10:05:03,NNE,12°,6.3
FLOCK 3P-12,10:05:16,NNE,10°,6.5
OBJECT AA,10:05:21,NNE,12°,6.3
FLOCK 1C-1,10:05:39,E,10°,9.4
OBJECT Z,10:05:44,NNE,11°,6.3
OBJECT Y,10:06:17,NNE,11°,6.3
LEMUR-2-ANDIS,10:06:24,SE,11°,13.3
OBJECT X,10:06:25,NNE,11°,6.3
PICSAT,10:06:26,NNE,11°,6.3
FLOCK 3P-58,10:06:26,NNE,10°,6.4
OBJECT S,10:06:49,NNE,11°,6.3
OBJECT V,10:06:51,NNE,11°,6.3
FLOCK 2K-08,10:07:02,SE,10°,14.7
OBJECT R,10:07:10,NNE,10°,6.4
FLOCK 2K-43,10:07:20,SE,10°,14.8
SCISAT 1,10:07:30,NW,10°,9.6
SCISAT 1,10:07:30,NW,10°,9.6
FLOCK 3P-5,10:07:38,NNE,10°,6.4
OBJECT Q,10:07:38,NNE,10°,6.4
OBJECT P,10:08:14,NNE,10°,6.4
OBJECT N,10:08:16,NNE,10°,6.4
SL-14 R/B,10:08:38,SE,10°,13.4
SL-14 R/B,10:08:38,SE,10°,13.4
OBJECT M,10:08:48,NNE,10°,6.4
FLOCK 3P-8,10:08:52,NNE,11°,6.3
FLOCK 2K-05,10:09:10,SE,10°,14.8
CANX-7,10:09:11,NNE,13°,6.7
LEMUR-2-ZACHARY,10:09:18,SE,11°,13.5
OBJECT L,10:09:21,NNE,10°,6.4
3CAT-2,10:09:27,E,10°,8
OBJECT K,10:09:27,NNE,10°,6.4
POPACS 1,10:09:28,N,11°,7.6
OBJECT J,10:09:30,NNE,10°,6.4
OBJECT H,10:09:37,NNE,10°,6.4
H-2A R/B,10:09:42,NNE,10°,4.4
H-2A R/B,10:09:42,NNE,10°,4.4
OBJECT T,10:09:59,N,10°,5.8
LEMUR-2-GREENBERG,10:10:13,SE,11°,13.7
FLOCK 3P-9,10:10:23,NNE,11°,6.3
IRIDIUM 42,10:10:24,SE,11°,15
OBJECT F,10:10:24,NNE,10°,6.3
FLOCK 3P-18,10:10:40,NNE,11°,6.3
VZLUSAT-1,10:10:51,NNE,10°,6.3
FLOCK 2K-07,10:11:11,SSE,10°,14.8
FLOCK 3P-6,10:11:21,NNE,11°,6.3
CZ-2C R/B,10:11:38,S,10°,9.1
CZ-2C R/B,10:11:38,S,10°,9.1
IRIDIUM 38,10:11:49,SSE,10°,16.1
FLOCK 3P-11,10:12:27,NNE,11°,6.3
OBJECT E,10:12:39,NNE,10°,6.3
FLOCK 3P-4,10:13:05,NNE,10°,6.4
SL-16 R/B,10:13:13,SE,12°,10.1
SL-16 R/B,10:13:13,SE,12°,10.1
OBJECT D,10:13:23,NNE,10°,6.3
FLOCK 2K-21,10:13:50,SSE,10°,14.6
IRIDIUM 84,10:13:52,SW,10°,8.8
ROBUSTA-1B,10:13:57,N,10°,6.3
POLYITAN-1,10:14:02,ESE,10°,10.5
FLOCK 2K-02,10:14:16,SSE,10°,14.4
LEMUR-2-KUNGFOO,10:14:18,N,10°,6.3
FLOCK 1C-9,10:14:41,ESE,10°,9.9
FLOCK 3P-2,10:14:55,NNE,10°,6.3
FLOCK 3P-14,10:14:59,NNE,10°,6.4
FLOCK 2K-23,10:15:50,SSE,10°,14.3
FLOCK 3P-16,10:16:13,NNE,10°,6.4
OBJECT C,10:16:21,N,10°,6.3
SL-6 R/B(2),10:16:29,WNW,10°,5.4
SL-6 R/B(2),10:16:29,WNW,10°,5.4
FORMOSAT-3 FM2,10:16:46,N,10°,10.1
FORMOSAT-3 FM2,10:16:46,N,10°,10.1
FORMOSAT-3 FM2,10:16:46,N,10°,10.1
SL-23 R/B,10:16:57,SW,10°,6.8
FLOCK 2P-7,10:17:18,NNE,10°,6.4
OBJECT B,10:17:50,N,10°,6.3
SL-23 DEB,10:18:09,SSW,10°,8.2
FLOCK 2K-46,10:18:18,SSE,10°,14
IRIDIUM 73,10:18:18,N,10°,7
FLOCK 3P-28,10:18:27,NNE,10°,6.3
IRIDIUM 75,10:18:41,NE,10°,8.9
FLOCK 3P-37,10:18:45,NNE,10°,6.3
AEROCUBE 8D,10:19:10,E,10°,8.2
FLOCK 2K-45,10:20:23,SSE,10°,13.8
FLOCK 3P-3,10:20:26,NNE,10°,6.3
FLOCK 3P-71,10:20:33,NNE,10°,6.3
COMPASS 2,10:20:41,N,10°,6.2
OBJECT G,10:20:41,N,10°,6.2
URSA MAIOR,10:20:43,N,10°,6.3
FLOCK 3P-53,10:20:55,NNE,10°,6.3
BEESAT-2,10:21:16,WSW,10°,7.2
YAOGAN-30 G,10:21:34,SW,10°,8.1
FLOCK 1C-6,10:21:44,ESE,10°,10.2
FLOCK 2P-8,10:22:04,NNE,10°,6.3
SL-3 R/B,10:22:16,SW,10°,6.4
SL-3 R/B,10:22:16,SW,10°,6.4
IRIDIUM 40,10:22:29,SW,10°,8.9
OBJECT A,10:22:34,N,10°,6.3
NUDTSAT,10:22:37,N,10°,6.2
DIDO-2,10:22:46,NNE,10°,6.3
FLOCK 3P-25,10:23:01,NNE,10°,6.3
FLOCK 2K-48,10:23:01,SSE,10°,13.4
COSMOS 2432 [GLONASS-M],10:23:15,NNW,10°,11.8
NANOSATC-BR1,10:23:24,ESE,10°,10.6
IRIDIUM 10,10:23:27,WSW,10°,8.7
COSMOS 2471 [GLONASS-K],10:23:56,NNW,10°,11.8
FLOCK 3P-23,10:24:07,NNE,10°,6.3
FLOCK 2K-47,10:24:45,SSE,10°,13.2
FLOCK 3P-21,10:24:59,NNE,10°,6.3
FLOCK 1C-7,10:25:38,ESE,10°,10.3
FLOCK 3P-54,10:25:55,NNE,10°,6.3
FLOCK 3P-26,10:26:30,NNE,10°,6.2
LEMUR-2-ARTFISCHER,10:26:43,SSE,10°,13
IRIDIUM 70,10:27:00,NE,10°,8.2
CRYOSAT 2,10:27:03,W,10°,6.8
CRYOSAT 2,10:27:03,W,10°,6.8
FLOCK 2K-03,10:27:20,SSE,10°,12.8
LEMUR-2-SATCHMO,10:28:02,N,10°,6.2
LEMUR-2-XUENITERENCE,10:28:14,N,10°,6.2
FLOCK 3P-19,10:28:23,N,10°,6.2
SL-14 R/B,10:28:24,E,10°,7.7
SL-14 R/B,10:28:24,E,10°,7.7
FLOCK 2K-24,10:29:11,SSE,10°,12.6
FLOCK 2K-01,10:29:40,SSE,10°,12.6
FLOCK 3P-56,10:29:57,N,10°,6.2
FLOCK 2P-4,10:30:01,N,10°,6.3
CZ-4B R/B,10:30:02,SSW,10°,9.4
FLOCK 3P-13,10:30:02,N,10°,6.2
CZ-4B R/B,10:30:02,SSW,10°,9.4
FLOCK 3P-39,10:30:20,N,10°,6.2
IRIDIUM 2,10:30:28,WSW,10°,6.9
AALTO-1,10:30:41,N,10°,6.2
IRIDIUM 90,10:31:04,WSW,10°,8.4
PERSEUS-M1,10:31:08,SE,10°,13.4
LEMUR-2-NOGUECORREIG,10:31:40,N,10°,6.2
FLOCK 2K-04,10:31:51,SSE,10°,12.3
IRIDIUM 16,10:32:13,WSW,10°,8.5
FLOCK 3P-40,10:32:27,N,10°,6.2
COSMOS 2522 [GLONASS-M],10:32:43,S,10°,17.1
ERBS,10:32:47,S,10°,9
ERBS,10:32:47,S,10°,9
AEROCUBE 8C,10:32:53,NE,10°,7.3
IRIDIUM 54,10:33:05,WSW,10°,8.5
E-ST@R-II,10:33:09,N,10°,6.6
FLOCK 3P-38,10:33:33,N,10°,6.2
SAUDISAT 1C (SO-50),10:33:43,NNW,10°,6.5
SAUDISAT 1C (SO-50),10:33:43,NNW,10°,6.5
NAYIF-1 (EO-88),10:33:51,N,10°,6.2
FENGYUN 3C,10:34:16,NNE,10°,6.6
FENGYUN 3C,10:34:16,NNE,10°,6.6
IRIDIUM 63,10:34:29,NE,10°,8
SUPERVIEW-1 04,10:34:57,NNE,10°,6.6
FLOCK 2K-22,10:34:57,SSE,10°,12
GSAT0102 (GALILEO-FM2),10:35:02,NNW,10°,12.1
FLOCK 2P-6,10:35:27,N,10°,6.2
IRIDIUM 62,10:35:33,NNE,10°,8.3
FLOCK 3P-63,10:35:34,N,10°,6.2
IRIDIUM 44,10:35:54,S,10°,10.8
SL-16 R/B,10:36:02,SSE,10°,11.6
SL-16 R/B,10:36:02,SSE,10°,11.6
FLOCK 1C-5,10:36:11,SE,10°,11.1
PROBA-V,10:36:19,NNE,17°,8.4
PROBA-V,10:36:19,NNE,17°,8.4
COSMOS 1812,10:36:25,SSE,10°,12.8
COSMOS 1812,10:36:25,SSE,10°,12.8
IRIDIUM 43,10:36:34,WSW,10°,7.3
INTEGRAL,10:37:00,E,82°,14.6
GOES 16,10:37:00,SE,19°,17.7
GOES 13,10:37:00,ESE,12°,16.6
GOES 14,10:37:00,SSE,33°,20
GOES 15,10:37:00,SSW,34°,16.3
GENESIS 1,10:37:04,SE,10°,10.9
GENESIS 1,10:37:04,SE,10°,10.9
FLOCK 2K-09,10:37:04,S,10°,11.9
GENESIS 1,10:37:04,SE,10°,10.9
LEMUR-2-SHAINAJOHL,10:37:21,N,10°,6.2
FLOCK 3P-15,10:37:25,N,10°,6.2
FLOCK 3P-45,10:37:30,N,10°,6.2
SL-3 R/B,10:37:45,NNE,10°,5.2
SL-3 R/B,10:37:45,NNE,10°,5.2
SL-14 R/B,10:38:14,NNW,10°,5.1
SL-14 R/B,10:38:14,NNW,10°,5.1
CUSAT 1,10:38:16,N,10°,7.6
CUSAT 1,10:38:16,N,10°,7.6
LEMUR-2-MIA-GRACE,10:38:34,N,10°,6.2
FLOCK 3P-64,10:38:39,N,10°,6.2
GRACE-1,10:38:43,SSE,10°,13.8
GRACE-1,10:38:43,SSE,10°,13.8
FLOCK 3P-22,10:38:53,N,10°,6.2
AL-FARABI 1,10:39:07,N,10°,6.2
FLOCK 3P-27,10:39:23,N,10°,6.2
SL-16 R/B,10:39:26,SSW,10°,7.2
SL-16 R/B,10:39:26,SSW,10°,7.2
FLOCK 2K-12,10:39:28,S,10°,11.7
SL-16 R/B,10:39:32,NNW,10°,4.1
SL-16 R/B,10:39:32,NNW,10°,4.1
TIANTUO 2,10:39:48,NE,10°,6.9
TIANTUO 2,10:39:48,NE,10°,6.9
FLOCK 3P-41,10:40:05,N,10°,6.2
FLOCK 1C-2,10:40:06,SE,10°,11.5
SKCUBE,10:40:27,N,10°,6.2
SL-14 R/B,10:40:30,N,10°,5.7
SL-14 R/B,10:40:30,N,10°,5.7
FLOCK 3P-61,10:41:16,N,10°,6.1
DELTA 1 R/B,10:41:20,SE,15°,11.2
DELTA 1 R/B,10:41:20,SE,15°,11.2
FLOCK 2K-10,10:41:37,S,10°,11.5
BGUSAT,10:41:42,N,10°,6.1
FLOCK 3P-44,10:41:50,N,10°,6.2
BEESAT-3,10:41:55,W,10°,6.9
CZ-2D DEB,10:41:56,NNE,10°,6.5
NAVSTAR 73 (USA 260),10:42:04,SE,10°,17.4
OKEAN-3,10:42:20,SSE,11°,13.6
OKEAN-3,10:42:20,SSE,11°,13.6
SL-16 R/B,10:42:26,ESE,10°,7.6
SL-16 R/B,10:42:26,ESE,10°,7.6
FLOCK 3P-42,10:42:29,N,10°,6.2
IRIDIUM 12,10:43:02,W,10°,8.3
D-SAT,10:43:05,N,10°,6.4
ENVISAT,10:43:26,NW,10°,5
ENVISAT,10:43:26,NW,10°,5
QB50P2,10:43:27,SE,10°,13
ISIS 1,10:43:49,N,10°,11.6
FLOCK 3P-46,10:43:55,N,10°,6.1
CZ-2D DEB,10:44:05,NNE,12°,6.4
FLOCK 2K-15,10:44:09,S,10°,11.2
FLOCK 3P-67,10:44:15,N,10°,6.1
UCLSAT,10:44:18,N,10°,6.1
IRIDIUM 14,10:44:22,NNE,10°,8.4
SUCHAI,10:44:23,N,10°,6.1
FLOCK 3P-80,10:44:41,N,10°,6.1
IRIDIUM 80,10:44:47,SSE,10°,14.9
FLOCK 3P-48,10:44:59,N,10°,6.1
SORCE,10:45:17,WSW,10°,9.5
SORCE,10:45:17,WSW,10°,9.5
SL-14 R/B,10:45:23,NW,10°,5.7
SL-14 R/B,10:45:23,NW,10°,5.7
RESURS-DK 1,10:45:34,WSW,10°,5.7
RESURS-DK 1,10:45:34,WSW,10°,5.7
FLOCK 1C-3,10:45:56,SE,10°,11.9
FLOCK 2K-18,10:46:02,S,10°,11.1
AJISAI (EGS),10:46:27,W,10°,7.2
AJISAI (EGS),10:46:27,W,10°,7.2
FLOCK 3P-47,10:46:27,N,10°,6.1
AJISAI (EGS),10:46:27,W,10°,7.2
PERSEUS-M2,10:46:36,SSE,10°,14
FLOCK 3P-43,10:47:10,N,10°,6.1
LITUANICASAT-2,10:47:21,N,10°,6.1
FLOCK 3P-49,10:47:26,N,10°,6.1
FLOCK 2P-11,10:47:30,N,10°,6.1
LEMUR-2-DEMBITZ,10:47:33,SSE,10°,13
METOP-A,10:47:59,N,10°,6.2
METOP-A,10:47:59,N,10°,6.2
FLOCK 3P-50,10:48:09,N,10°,6.1
FLOCK 2K-14,10:48:29,S,10°,10.9
OAO 3 (COPERNICUS),10:48:37,SSW,10°,9.7
OAO 3 (COPERNICUS),10:48:37,SSW,10°,9.7
LEMUR-2-MCPEAKE,10:49:22,N,10°,6.1
POPSAT-HIP-1,10:50:01,SE,10°,12.8
FLOCK 2K-11,10:50:45,S,10°,10.7
FLOCK 3P-52,10:51:09,N,10°,6.1
COSMOS 1536,10:51:12,NNW,10°,5
COSMOS 1536,10:51:12,NNW,10°,5
LEMUR-2-PETERG,10:51:37,S,10°,12.6
COSMOS 2389,10:51:56,SSW,10°,10.3
LEMUR-2-SPIRE-MINIONS,10:52:01,N,10°,6.1
PROMETHEUS 2-1,10:52:05,NE,10°,6.9
FLOCK 3P-30,10:52:30,N,10°,6.1
INTERCOSMOS 25,10:52:41,SSE,10°,13.2
SL-16 R/B,10:52:45,WNW,10°,4.4
SL-16 R/B,10:52:45,WNW,10°,4.4
CZ-2D DEB,10:52:57,NNE,10°,6.4
IRIDIUM 13,10:53:07,W,10°,8.1
FLOCK 3P-65,10:53:08,N,10°,6.1
OBJECT U,10:53:14,NNW,10°,5.5
FLOCK 2K-17,10:53:21,S,10°,10.5
IRIDIUM 64,10:53:30,NNE,11°,7.7
FLOCK 3P-51,10:53:45,N,10°,6.1
IRIDIUM 98,10:53:50,S,10°,13.8
SL-14 R/B,10:53:52,SSW,18°,10
SL-14 R/B,10:53:52,SSW,18°,10
IRIDIUM 39,10:54:10,S,10°,12.6
DANDE,10:54:35,NE,10°,8
DANDE,10:54:35,NE,10°,8
FLOCK 2P-1,10:55:07,N,10°,6.1
SL-8 R/B,10:55:25,NW,10°,5.9
PROMETHEUS 2-3,10:55:25,NE,10°,6.8
SL-8 R/B,10:55:25,NW,10°,5.9
FLOCK 2K-16,10:55:27,S,10°,10.4
YAOGAN-30 H,10:55:46,SW,10°,8.6
ALSAT 1N,10:55:47,N,10°,6.6
LEMUR-2-SAM-AMELIA,10:55:48,N,10°,6.1
FLOCK 3P-66,10:55:58,N,10°,6.1
CZ-2C R/B,10:56:09,NE,16°,5.4
CZ-2C R/B,10:56:09,NE,16°,5.4
FLOCK 3P-68,10:56:39,N,10°,6.1
IRIDIUM 18,10:56:55,S,10°,13.5
FLOCK 3P-1,10:57:01,N,10°,6.1
OUFTI-1,10:57:22,NNW,10°,6.5
FLOCK 3P-85,10:57:28,N,10°,6.1
CELTEE 1,10:57:46,NE,10°,6.8
FLOCK 2K-20,10:58:25,S,10°,10.2
COSMOS 2429,10:58:32,ESE,14°,10.6
SOMP,10:58:36,NW,10°,6.2
FLOCK 3P-79,10:58:50,N,10°,6.1
PISAT,10:59:13,N,10°,6.6
PISAT,10:59:13,N,10°,6.6
PISAT,10:59:13,N,10°,6.6
FLOCK 2P-12,10:59:31,N,10°,6.1
OBJECT C,10:59:50,NNE,10°,6.5
SL-3 R/B,10:59:55,N,10°,4.7
SL-3 R/B,10:59:55,N,10°,4.7
FLOCK 2K-26,11:00:08,S,10°,10.1
OBJECT B,11:00:09,NNE,10°,6.5
FLOCK 1C-11,11:00:51,SE,10°,12.1
FLOCK 3P-86,11:01:09,N,10°,6.1
FLOCK 3P-81,11:01:24,N,10°,6.1
OBJECT A,11:01:52,NNE,10°,6.4
FLOCK 1C-10,11:02:28,SSE,10°,13.1
DUCHIFAT-1,11:02:33,SE,10°,12.5
IRIDIUM 65,11:02:36,NNE,12°,7.6
IRIDIUM 41,11:02:53,S,10°,13.1
FLOCK 2K-19,11:03:03,SSW,10°,9.9
IRIDIUM 920,11:03:40,SW,10°,9.6
FLOCK 2K-41,11:03:44,SSW,10°,9.9
OBJECT D,11:03:48,NE,10°,6.2
RAVAN,11:04:03,NE,10°,6.7
LEMUR-2-LYNSEY-SYMO,11:04:14,NNW,10°,6.1
SL-23 DEB,11:04:15,WSW,10°,6.6
FLOCK 3P-36,11:04:18,N,10°,6.1
CUBEBUG-1 (CAPITAN BETO),11:04:20,ENE,10°,7.3
FLOCK 2P-2,11:04:36,N,10°,6.1
IRIDIUM 82,11:04:48,SSW,10°,9.9
BRITE-PL 2,11:05:13,NE,11°,6.9
BRITE-PL 2,11:05:13,NE,11°,6.9
BEESAT-4,11:05:25,N,10°,6.1
FLOCK 2K-13,11:05:26,SSW,10°,9.8
FLOCK 3P-33,11:05:37,N,10°,6.1
OBJECT B,11:05:55,NNE,10°,6.4
IRIDIUM 15,11:06:01,S,10°,13.4
COSMOS 1975,11:06:18,N,10°,5.1
COSMOS 1975,11:06:18,N,10°,5.1
COSMOS 1743,11:06:23,NNE,10°,5.1
COSMOS 1743,11:06:23,NNE,10°,5.1
OAO 2,11:06:25,SSW,10°,10.1
OAO 2,11:06:25,SSW,10°,10.1
FLOCK 3P-60,11:06:41,N,10°,6.1
FLOCK 2K-33,11:06:48,SSW,10°,9.7
COSMOS 2278,11:06:55,WSW,10°,6.9
COSMOS 2278,11:06:55,WSW,10°,6.9
FLOCK 2K-27,11:06:59,SSW,10°,9.7
OBJECT F,11:07:02,NE,10°,6.1
OBJECT A,11:07:11,NE,10°,6.1
OBJECT D,11:07:47,NNE,10°,6.4
OBJECT C,11:07:48,NNE,10°,6.4
GSAT0103 (GALILEO-FM3),11:08:04,WNW,10°,12.6
CZ-2D R/B,11:08:13,NNE,10°,6.3
LARES,11:08:19,NW,10°,7.7
LARES,11:08:19,NW,10°,7.7
FLOCK 3P-82,11:08:33,N,10°,6.1
FLOCK 3P-69,11:08:36,N,10°,6.1
OBJECT E,11:08:40,NNE,10°,6.4
FLOCK 3P-34,11:08:55,N,10°,6.1
FLOCK 2K-25,11:09:11,SSW,10°,9.6
OBJECT E,11:09:14,NNE,10°,6.3
FLOCK 3P-72,11:10:12,N,10°,6
ASTEX 1,11:10:13,SW,10°,7.2
ASTEX 1,11:10:13,SW,10°,7.2
COSMOS 1500,11:10:29,N,10°,5.4
COSMOS 1500,11:10:29,N,10°,5.4
ARIANE 40 R/B,11:10:31,N,10°,5
ARIANE 40 R/B,11:10:31,N,10°,5
FLOCK 3P-76,11:10:49,N,10°,6.1
DELFI-C3 (DO-64),11:11:11,NNW,10°,6.2
FLOCK 2K-34,11:11:26,SSW,10°,9.5
IRIDIUM 66,11:11:37,NNE,12°,8
QB50P1,11:11:47,SSE,10°,13.7
SUOMI NPP,11:12:03,E,10°,7.5
SUOMI NPP,11:12:03,E,10°,7.5
ESTCUBE 1,11:12:21,NNE,10°,6.8
LEMUR-2-RDEATON,11:12:24,NNW,10°,6.1
SL-16 R/B,11:12:29,WNW,10°,4.6
SL-16 R/B,11:12:29,WNW,10°,4.6
OBJECT F,11:12:30,NNE,10°,6.3
FLOCK 3P-77,11:12:47,N,10°,6
ALOS-2,11:12:48,ENE,10°,7.4
ALOS-2,11:12:48,ENE,10°,7.4
FLOCK 2K-35,11:12:59,SSW,10°,9.4
METEOR-M 2,11:13:12,NNW,10°,6.9
METEOR-M 2,11:13:12,NNW,10°,6.9
FLOCK 3P-35,11:13:55,NNW,10°,6
SL-23 DEB,11:14:13,WSW,10°,6.5
INS-1B,11:14:31,NNW,10°,6.1
PEGASUS,11:14:37,NNW,10°,6.1
ARIANE 5 R/B,11:14:46,NNE,10°,5.3
ARIANE 5 R/B,11:14:46,NNE,10°,5.3
IRIDIUM 81,11:15:09,S,10°,12.4
HUMSAT-D,11:15:18,NNW,10°,6.3
FLOCK 2P-5,11:15:36,NNW,10°,6.1
LEMUR-2-LISASAURUS,11:15:41,NNW,10°,6.1
FLOCK 3P-7,11:15:53,NNW,10°,6
CUSAT 2 & FALCON 9 R/B,11:16:27,NNW,11°,7.3
CUSAT 2 & FALCON 9 R/B,11:16:27,NNW,11°,7.3
LEMUR-2-FURIAUS,11:16:29,S,10°,10.9
FLOCK 3P-78,11:16:46,NNW,10°,6
FLOCK 2K-44,11:16:55,SSW,10°,9.2
SL-14 R/B,11:17:08,NNE,10°,5.8
SL-14 R/B,11:17:08,NNE,10°,5.8
FLOCK 3P-87,11:19:01,NNW,10°,6
FLOCK 2K-30,11:19:16,SSW,10°,9.1
FLOCK 3P-88,11:19:42,NNW,10°,6
FLOCK 3P-59,11:20:09,NNW,10°,6
IRIDIUM 67,11:20:31,NNE,12°,7.5
SL-16 R/B,11:20:38,N,10°,4.2
SL-16 R/B,11:20:38,N,10°,4.2
FLOCK 3P-29,11:20:58,NNW,10°,6
COSMOS 2428,11:21:18,E,10°,6.7
COSMOS 2428,11:21:18,E,10°,6.7
FLOCK 2K-36,11:21:20,SSW,10°,9
STSAT-3,11:21:32,NNW,10°,6.4
STSAT-3,11:21:32,NNW,10°,6.4
FLOCK 2K-29,11:21:53,SSW,10°,8.9
FLOCK 2P-9,11:22:26,NNW,10°,6.1
RESURS P2,11:22:31,NE,10°,6.6
RESURS P2,11:22:31,NE,10°,6.6
NEE-01 PEGASUS,11:22:37,NE,10°,6.9
SUPERVIEW-1 03,11:22:57,N,10°,6.3
TABLETSAT-AURORA,11:23:07,SE,10°,10.4
TABLETSAT-AURORA,11:23:07,SE,10°,10.4
FLOCK 1C-8,11:23:22,SSE,10°,12.9
FLOCK 3P-84,11:23:41,NNW,10°,6
SL-16 R/B,11:23:45,WSW,10°,6.1
SL-16 R/B,11:23:45,WSW,10°,6.1
CXO,11:23:54,S,52°,15.8
FLOCK 2K-32,11:24:09,SW,10°,8.8
FLOCK 3P-70,11:24:42,NNW,10°,6
LEMUR-2-SMITA-SHARAD,11:24:45,NNW,10°,6.1
SL-8 R/B,11:25:08,N,10°,6.2
SL-8 R/B,11:25:08,N,10°,6.2
IRIDIUM 71,11:25:15,NE,10°,8.2
OPTICUBE 04,11:25:44,NNE,13°,6.3
FENGYUN 3D,11:25:44,E,10°,8.6
FENGYUN 3D,11:25:44,E,10°,8.6
FLOCK 3P-10,11:25:57,NNW,10°,6
LEMUR-2-TACHIKOMA,11:26:34,NNW,10°,6.1
CZ-11 R/B,11:26:40,N,10°,6.6
FLYING LAPTOP,11:26:46,SSW,10°,10.4
FLYING LAPTOP,11:26:46,SSW,10°,10.4
FLYING LAPTOP,11:26:46,SSW,10°,10.4
FLYING LAPTOP,11:26:46,SSW,10°,10.4
FLOCK 2K-31,11:26:56,SW,10°,8.7
FLOCK 3P-75,11:27:04,NNW,10°,6.1
SERT 2,11:27:11,NNE,10°,7.6
SERT 2,11:27:11,NNE,10°,7.6
DIAMOND BLUE,11:27:55,NNW,10°,6.1
CASSIOPE,11:28:41,N,10°,7.4
CASSIOPE,11:28:41,N,10°,7.4
CICERO 6,11:28:48,NNW,10°,6.1
FLOCK 2K-38,11:28:58,SW,10°,8.6
FLOCK 3P-57,11:29:01,NNW,10°,6.1
IRIDIUM 68,11:29:24,N,10°,8.1
DIAMOND GREEN,11:29:27,NNW,10°,6.1
AAUSAT 4,11:29:47,NW,10°,6.5
LEMUR-2-MONSON,11:30:21,SSW,10°,10.2
FLOCK 3P-32,11:30:21,NNW,10°,6.1
SL-8 R/B,11:30:34,SE,10°,7.8
SL-8 R/B,11:30:34,SE,10°,7.8
FLOCK 2P-10,11:30:41,NNW,10°,6.1
DIAMOND RED,11:30:43,NW,10°,6.2
YAOGAN-30 J,11:30:57,SSW,10°,10.1
LEMUR-2-JOBANPUTRA,11:31:04,NNW,10°,6.1
FLOCK 2K-06,11:31:22,SW,10°,8.5
OBJECT AK,11:31:43,NW,10°,6.1
NAVSTAR 51 (USA 166),11:31:51,SSE,10°,17.1
CZ-2D DEB,11:31:57,N,10°,6.2
TECHNOSAT,11:32:04,SSW,10°,10.1
TECHNOSAT,11:32:04,SSW,10°,10.1
FLOCK 3P-62,11:32:08,NNW,10°,6.1
FLOCK 3P-74,11:32:22,NNW,10°,6.1
TERRA,11:32:52,N,10°,3.9
TERRA,11:32:52,N,10°,3.9
TERRA,11:32:52,N,10°,3.9
DEORBITSAIL,11:33:16,WSW,10°,7.7
NAVSTAR 71 (USA 256),11:33:18,W,10°,12.8
FLOCK 3P-55,11:33:27,NNW,10°,6.1
FLOCK 2K-37,11:33:55,SW,10°,8.4
DUMMY MASS 1,11:34:12,SSE,10°,14.1
OBJECT AJ,11:34:17,NW,10°,6.2
FLOCK 3P-31,11:34:25,NNW,10°,6.1
OCO 2,11:34:54,E,10°,8.3
OCO 2,11:34:54,E,10°,8.3
SL-23 DEB,11:35:16,WSW,10°,7.3
NAVSTAR 70 (USA 251),11:35:32,NNW,10°,11.9
SL-8 R/B,11:35:37,NW,10°,6.6
SL-8 R/B,11:35:37,NW,10°,6.6
FLOCK 3P-17,11:35:42,NNW,10°,6.1
PEASSS,11:35:52,NNW,10°,6.1
LEMUR-2-LUCYBRYCE,11:36:09,NW,10°,6.2
FLOCK 3P-83,11:36:15,NNW,10°,6.1
FLOCK 2K-39,11:36:19,SW,10°,8.3
